Player (ITTF ID),Position,Previous Position,Points,Month,Year
FERTIKOWSKI Pawel (102736),1010,985,25,Jun,2019
MOYA Manuel (113433),1010,985,25,Jun,2019
LIN Xuqi ^^ (134805),1020,598,23,Jun,2019
HU Chung-Wen (133841),1020,979,23,Jun,2019
LI Haoze (137543),1020,993,23,Jun,2019
RUI Jianjun (137544),1020,993,23,Jun,2019
ZOU Hangcheng (137545),1020,993,23,Jun,2019
YANG Qulong (136589),1020,993,23,Jun,2019
BARBOLIN Illia (100915),1020,993,23,Jun,2019
DVOYNIKOV Artem (121866),1020,993,23,Jun,2019
SURMER Qudus (123176),1020,993,23,Jun,2019
WALASZEK Przemyslaw (123924),1020,993,23,Jun,2019
OBAYOMI Michael (124004),1020,993,23,Jun,2019
ZHANG Yinfei (137547),1020,993,23,Jun,2019
SIM Un Song (132240),1020,993,23,Jun,2019
VU Quang Hien (134241),1020,993,23,Jun,2019
GARECA Franco (120888),1020,993,23,Jun,2019
LI Yuhao (136588),1020,993,23,Jun,2019
ANTHONY Gbenga (100601),1020,993,23,Jun,2019
WAEL Ziad (120012),1020,993,23,Jun,2019
BEREZIN Ilya (124234),1020,993,23,Jun,2019
LAKEEV Vasily (105032),1020,993,23,Jun,2019
NALEPA Kamil (121035),1020,993,23,Jun,2019
IVANOV Gleb (131294),1020,993,23,Jun,2019
HWANG Chung Nam (135238),1020,993,23,Jun,2019
YUSUF Olabisi (123181),1020,993,23,Jun,2019
OLAVE Alfonso (115134),1044,1017,21,Jun,2019
PFEFFER Simon (113916),1045,699,20,Jun,2019
ZHAO Anthony (117799),1045,971,20,Jun,2019
LEE Seonghun ^^ (135087),1045,1018,20,Jun,2019
LUU Finn (131798),1045,1018,20,Jun,2019
JEONG Chanhee (133698),1045,1018,20,Jun,2019
JUNG Seongwon (133700),1045,1018,20,Jun,2019
BINDER Michael (137020),1045,1018,20,Jun,2019
MENG Qi ^^ (137018),1045,1018,20,Jun,2019
KIM Woojin (131412),1045,1018,20,Jun,2019
ZHANG Shaoping ^^ (133790),1045,1018,20,Jun,2019
PARK Gyuhyeon (133813),1045,1018,20,Jun,2019
LUU Skyy (131797),1045,1018,20,Jun,2019
DIXON Xavier (119945),1045,1018,20,Jun,2019
LUM Nicholas (134800),1045,1018,20,Jun,2019
AMOR Kelsey (120696),1045,1018,20,Jun,2019
ZHANG Raymond (134801),1045,1018,20,Jun,2019
VON EINEM Samuel (116514),1045,1018,20,Jun,2019
KANG Jinho (123053),1045,1018,20,Jun,2019
KIM James ^^ (137075),1045,1018,20,Jun,2019
AVILA Diego (123758),1064,1039,17,Jun,2019
GRELA Artur (131128),1065,1040,16,Jun,2019
PETAS Kacper (123923),1065,1041,16,Jun,2019
GOLLA Marco (133326),1065,1041,16,Jun,2019
DZIADEK Kamil (123896),1065,1041,16,Jun,2019
AIYELUMO Olayinka (120030),1065,1041,16,Jun,2019
HIN Mao-Cheng (122340),1070,470,15,Jun,2019
TANTAKOOL Tananan (132192),1070,497,15,Jun,2019
HOI Wonjin (112346),1070,533,15,Jun,2019
ERIKSSON Anders (116846),1070,626,15,Jun,2019
PANKHAOYOY Supakron (120942),1070,993,15,Jun,2019
PROKOPCOV Dmitrij (107578),1070,1047,15,Jun,2019
GHOSH Anirban (119042),1070,1047,15,Jun,2019
AN Junyeong (132707),1070,1047,15,Jun,2019
KIM Heemang (131416),1070,1047,15,Jun,2019
OBESLO Michal (106848),1070,1047,15,Jun,2019
HIRITA Cristian (122647),1070,1047,15,Jun,2019
MATSUSHIMA Sora (135996),1070,1047,15,Jun,2019
YORDANOV Teodor (110408),1070,1047,15,Jun,2019
GAVLAS Antonin (102994),1070,1047,15,Jun,2019
MATSUBARA Yutaka ^ (119396),1070,1047,15,Jun,2019
BAJGER Ondrej (113917),1070,1047,15,Jun,2019
VERAKULTAWAN Purit (131727),1070,1047,15,Jun,2019
AIDA Satoshi (132632),1070,1047,15,Jun,2019
HJARTARSON Magnus (121142),1088,1041,13,Jun,2019
DALGLEISH Colin (117073),1088,1064,13,Jun,2019
MUTUA Brian (136082),1088,1065,13,Jun,2019
MLADENOVSKI Filip (106200),1088,1066,13,Jun,2019
HARLES Nolann (123348),1088,1066,13,Jun,2019
GILLEN Alexander (122643),1088,1066,13,Jun,2019
WILLIAM Randy (101061),1088,1066,13,Jun,2019
ARNEZ ORTUZTE Fernando (137660),1088,1066,13,Jun,2019
UEA Tautu (131796),1088,1066,13,Jun,2019
RAZOUK Yaser (120773),1088,1066,13,Jun,2019
THORSTEINSSON Hallur (113633),1088,1066,13,Jun,2019
ALIYEV Sanan (119571),1088,1066,13,Jun,2019
VANEGAS Pablo (113537),1088,1066,13,Jun,2019
RODRIGUEZ Facundo (137634),1088,1066,13,Jun,2019
MANICO Benji (136199),1088,1066,13,Jun,2019
BERNARDEZ Santiago (131863),1088,1066,13,Jun,2019
JENSEN Frodi (113636),1088,1066,13,Jun,2019
DUBROVIN Veniamin (112307),1088,1066,13,Jun,2019
AULESTIA Ian (113538),1088,1066,13,Jun,2019
MAS Arthur (121366),1107,,12,Jun,2019
LI Ahmet ^ (116658),1108,980,10,Jun,2019
ST-FLEUR Donika (134052),1108,1082,10,Jun,2019
VANEGAS Luis (123573),1108,1082,10,Jun,2019
URENA Victor (134785),1111,705,8,Jun,2019
WANG Zepeng (137284),1111,1085,8,Jun,2019
KYDYRBAEV Aziz ^^ (132447),1111,1085,8,Jun,2019
HEN Yutao (123084),1111,1085,8,Jun,2019
JEGEDE Olanrewaju (113286),1111,1085,8,Jun,2019
XU Yao (137283),1111,1085,8,Jun,2019
SAUN Deep (102153),1111,1085,8,Jun,2019
WANG Chun (123066),1111,1085,8,Jun,2019
ANIMASAHUN Abayomi (131045),1111,1085,8,Jun,2019
ALCHIMBAEV Ruslan (131114),1111,1085,8,Jun,2019
TSYHANOUSKI Mikhail (134130),1111,1085,8,Jun,2019
NASEEM Mohamed (115930),1111,1085,8,Jun,2019
HO Jihoon (104150),1111,1085,8,Jun,2019
BARABANOV Kiryl (100900),1111,1085,8,Jun,2019
LASISI Akeem (123159),1111,1085,8,Jun,2019
MAHARAJ Mishay (137171),1111,1085,8,Jun,2019
HE Ziqian (136616),1111,1085,8,Jun,2019
JI Ruilong (136614),1111,1085,8,Jun,2019
KUNATS Heorhi (131997),1111,1085,8,Jun,2019
HALAS Kristian (116549),1111,1085,8,Jun,2019
ADEGOKE Abiodun Alade (137147),1111,1085,8,Jun,2019
EYO Akabom (123146),1111,1085,8,Jun,2019
FANG Jinliang (137584),1111,1085,8,Jun,2019
TWUMASI Fredrick (137139),1111,1085,8,Jun,2019
ZHANG Renyuan (119814),1111,1085,8,Jun,2019
OSUJI Chijioke (137096),1111,1085,8,Jun,2019
ANTONAU Vadzim (119311),1111,1085,8,Jun,2019
SATHATHONE Duangtavane ^^ (137296),1111,1085,8,Jun,2019
AL-MAHAQERI Taha (113200),1111,1085,8,Jun,2019
ZHOU Xu (137288),1111,1085,8,Jun,2019
BYKOV Viktor (101415),1111,1085,8,Jun,2019
KIM Jihwan (112068),1111,1085,8,Jun,2019
AKOMOLAFE Sunday (123130),1111,1085,8,Jun,2019
MAK Tin Ian (135169),1111,1085,8,Jun,2019
SHI Tao (2003) (137550),1111,1085,8,Jun,2019
GAO Xiangshuo (137286),1111,1085,8,Jun,2019
TSIAROKHIN Andrei (122677),1111,1085,8,Jun,2019
DAUNAROVICH Pavel (121858),1111,1085,8,Jun,2019
OFORI Emmanuel (136348),1111,1085,8,Jun,2019
MILOVANOV Andrey (113659),1111,1085,8,Jun,2019
NGOMA Steve (115200),1111,1085,8,Jun,2019
LE Tien Dat (117512),1111,1085,8,Jun,2019
JING Pengwei (137285),1111,1085,8,Jun,2019
KAZEEM Monsuru (133743),1111,1085,8,Jun,2019
KORTCHINSKI Ilia (131881),1111,1085,8,Jun,2019
AKHMETSAFIN Damir (136039),1111,1085,8,Jun,2019
VUHKA Maksim (131193),1111,1085,8,Jun,2019
NAD NEMEDI Valentin (114873),1111,1085,8,Jun,2019
MURZIN Vitalii (131143),1111,1085,8,Jun,2019
MOUGHANA Fahd (137381),1160,1150,6,Jun,2019
ALDERON Julio (111528),1161,671,4,Jun,2019
MENDOZA Oliver (119644),1161,707,4,Jun,2019
GALEANO Jaime (118047),1161,721,4,Jun,2019
URBINA Jose (114737),1161,1148,4,Jun,2019
VILLALTA Oscar (119651),1161,1148,4,Jun,2019
DIMAS CHOCK David (124105),1161,1151,4,Jun,2019
DOUGHTY Kristian (122478),1161,1152,4,Jun,2019
TOSUNI Sadush (134428),1161,1153,4,Jun,2019
MATHILDA Jeandry (124007),1161,1153,4,Jun,2019
GUERRA Jose (119637),1161,1153,4,Jun,2019
LAREZ Alejandro (124417),1161,1153,4,Jun,2019
VILLARROEL Rene (131850),1161,1153,4,Jun,2019
AGUIRRE Miguel (134422),1161,1153,4,Jun,2019
TORRES TORRES Axel (137180),1161,1153,4,Jun,2019
MOLEDA Damian (106262),1161,1153,4,Jun,2019
ESPINOZA John (122688),1161,1153,4,Jun,2019
MOLEDA Bruno (116352),1161,1153,4,Jun,2019
ACHAFEIRO Jose Miguel (118022),1161,1153,4,Jun,2019
OSINAGA Santiago (123806),1161,1153,4,Jun,2019
PELAEZ Fabio (117315),1161,1153,4,Jun,2019
BARBOSA Luan (123774),1181,1166,3,Jun,2019
ABBES Mohamed (137332),1181,1166,3,Jun,2019
LI Ted (123317),1181,1166,3,Jun,2019
TULLOCH Alessio (132327),1181,1166,3,Jun,2019
JI Max ^ (134676),1181,1166,3,Jun,2019
ABDELHASAN Ahmed (137393),1181,1166,3,Jun,2019
LAZEZI Mohamed (137322),1181,1166,3,Jun,2019
KANG Zhihao (137795),1181,1166,3,Jun,2019
WANG Yutian ^^ (121257),1181,1166,3,Jun,2019
HARB Ahmad (114347),1181,1166,3,Jun,2019
GODHWANI Aditya (124378),1181,1166,3,Jun,2019
PEREZ Gabriel (131442),1181,1166,3,Jun,2019
LI Yu-Je ^^ (135707),1193,1181,1,Jun,2019
MENG Zixiang ^^ (134466),1193,1182,1,Jun,2019
GALLO Sebastian (137781),1193,1182,1,Jun,2019
RASANEN Aleksi (135982),1193,1182,1,Jun,2019
BERNIER William (137793),1193,1182,1,Jun,2019
BIRRIEL RIVERA Oscar (137175),1193,1182,1,Jun,2019
AOUEKLI Ahmed (137382),1193,1182,1,Jun,2019
KHER Abdelrahmen (137391),1193,1182,1,Jun,2019
RODRIGUEZ TORRES Felipe (137792),1193,1182,1,Jun,2019
WEI Adrian (131974),1193,1182,1,Jun,2019
XU David (131972),1193,1182,1,Jun,2019
RAYMOND Zakary (131970),1193,1182,1,Jun,2019
SIEU Vincent (131953),1193,1182,1,Jun,2019
SHAO Yu (108543),1193,1182,1,Jun,2019
AGUIAR Joao ^^ (123503),1193,1182,1,Jun,2019
MATIAS Francisco (121437),1193,1182,1,Jun,2019
KANT Kristjan (115349),1193,1182,1,Jun,2019
Mohammed Ali (133387),1193,1182,1,Jun,2019
MUSTONEN Aleksi (119047),1193,1182,1,Jun,2019
GAUTHIER Pierre-Anthony (135712),1193,1182,1,Jun,2019
SINCLAIR Rudolph ^^ (137642),1193,1182,1,Jun,2019
KHOSRAVI Sam (136007),1193,1182,1,Jun,2019
MUZEAU Sebastien ^^ (123249),1193,1182,1,Jun,2019
WILLOUGHBY Kweisi (135141),1193,1182,1,Jun,2019
IDRIS El Mutasim (120137),1193,1182,1,Jun,2019
MORRIS Alphanso ^^ (137641),1193,1182,1,Jun,2019
LAFITTE Laurent ^^ (137639),1193,1182,1,Jun,2019
DOUGLAS Derron (132107),1193,1182,1,Jun,2019
LY Edward (122425),1193,1182,1,Jun,2019
WILLIAMS David ^^ (137643),1193,1182,1,Jun,2019
